Date,Hour,Emission Factor (kg CO2 per kWh)
2024-05-26,1,0.478595
2024-05-26,2,0.563832
2024-05-26,3,0.565743
2024-05-26,4,0.507747
2024-05-26,5,0.541139
2024-05-26,6,0.487114
2024-05-26,7,0.506587
2024-05-26,8,0.480077
2024-05-26,9,0.545803
2024-05-26,10,0.570606
2024-05-26,11,0.539168
2024-05-26,12,0.554392
2024-05-26,13,0.540299
2024-05-26,14,0.540873
2024-05-26,15,0.532652
2024-05-26,16,0.517964
2024-05-26,17,0.518289
2024-05-26,18,0.490792
2024-05-26,19,0.512698
2024-05-26,20,0.544538
2024-05-26,21,0.518077
2024-05-26,22,0.488157
2024-05-26,23,0.538245
2024-05-26,24,0.518158
2024-05-28,1,0.516796
2024-05-28,2,0.534862
2024-05-28,3,0.512663
2024-05-28,4,0.601593
2024-05-28,5,0.559053
2024-05-28,6,0.529132
2024-05-28,7,0.520833
2024-05-28,8,0.533213
2024-05-28,9,0.531274
2024-05-28,10,0.524802
2024-05-28,11,0.52516
2024-05-28,12,0.569913
2024-05-28,13,0.538293
2024-05-28,14,0.545348
2024-05-28,15,0.563342
2024-05-28,16,0.540344
2024-05-28,17,0.506736
2024-05-28,18,0.499667
2024-05-28,19,0.533399
2024-05-28,20,0.527601
2024-05-28,21,0.514739
2024-05-28,22,0.556175
2024-05-28,23,0.544635
2024-05-28,24,0.519575
2024-05-29,1,0.508272
2024-05-29,2,0.557157
2024-05-29,3,0.533659
2024-05-29,4,0.560148
2024-05-29,5,0.540006
2024-05-29,6,0.527383
2024-05-29,7,0.510479
2024-05-29,8,0.532233
2024-05-29,9,0.511707
2024-05-29,10,0.560044
2024-05-29,11,0.536531
2024-05-29,12,0.550902
2024-05-29,13,0.543145
2024-05-29,14,0.546074
2024-05-29,15,0.540601
2024-05-29,16,0.506278
2024-05-29,17,0.488227
2024-05-29,18,0.536558
2024-05-29,19,0.516073
2024-05-29,20,0.53504
2024-05-29,21,0.504629
2024-05-29,22,0.507437
2024-05-29,23,0.527236
2024-05-29,24,0.512
2024-05-31,1,0.498186
2024-05-31,2,0.529549
2024-05-31,3,0.534168
2024-05-31,4,0.556653
2024-05-31,5,0.548982
2024-05-31,6,0.509433
2024-05-31,7,0.528215
2024-05-31,8,0.510349
2024-05-31,9,0.544981
2024-05-31,10,0.546046
2024-05-31,11,0.520221
2024-05-31,12,0.545842
2024-05-31,13,0.521858
2024-05-31,14,0.57181
2024-05-31,15,0.535379
2024-05-31,16,0.519319
2024-05-31,17,0.507521
2024-05-31,18,0.499047
2024-05-31,19,0.533822
2024-05-31,20,0.540227
2024-05-31,21,0.542855
2024-05-31,22,0.499783
2024-05-31,23,0.533898
2024-05-31,24,0.492758
2024-06-02,1,0.424021
2024-06-02,2,0.458576
2024-06-02,3,0.517794
2024-06-02,4,0.491633
2024-06-02,5,0.49001
2024-06-02,6,0.513849
2024-06-02,7,0.476374
2024-06-02,8,0.423074
2024-06-02,9,0.489241
2024-06-02,10,0.477672
2024-06-02,11,0.508987
2024-06-02,12,0.484034
2024-06-02,13,0.490204
2024-06-02,14,0.487266
2024-06-02,15,0.467552
2024-06-02,16,0.460275
2024-06-02,17,0.451038
2024-06-02,18,0.418534
2024-06-02,19,0.44808
2024-06-02,20,0.459317
2024-06-02,21,0.446385
2024-06-02,22,0.497867
2024-06-02,23,0.464654
2024-06-02,24,0.475913
2024-06-03,1,0.465053
2024-06-03,2,0.49043
2024-06-03,3,0.48513
2024-06-03,4,0.504045
2024-06-03,5,0.483498
2024-06-03,6,0.444699
2024-06-03,7,0.458985
2024-06-03,8,0.460676
2024-06-03,9,0.463485
2024-06-03,10,0.491791
2024-06-03,11,0.449352
2024-06-03,12,0.466222
2024-06-03,13,0.52825
2024-06-03,14,0.518227
2024-06-03,15,0.481555
2024-06-03,16,0.465375
2024-06-03,17,0.414344
2024-06-03,18,0.435547
2024-06-03,19,0.437908
2024-06-03,20,0.526094
2024-06-03,21,0.483148
2024-06-03,22,0.471551
2024-06-03,23,0.469411
2024-06-03,24,0.474681
2024-06-04,1,0.42815
2024-06-04,2,0.518857
2024-06-04,3,0.471713
2024-06-04,4,0.502904
2024-06-04,5,0.488485
2024-06-04,6,0.491645
2024-06-04,7,0.483486
2024-06-04,8,0.451176
2024-06-04,9,0.481659
2024-06-04,10,0.497113
2024-06-04,11,0.513024
2024-06-04,12,0.495114
2024-06-04,13,0.494641
2024-06-04,14,0.480478
2024-06-04,15,0.473839
2024-06-04,16,0.466093
2024-06-04,17,0.46539
2024-06-04,18,0.42914
2024-06-04,19,0.511131
2024-06-04,20,0.472727
2024-06-04,21,0.449102
2024-06-04,22,0.444497
2024-06-04,23,0.458085
2024-06-04,24,0.413852
2024-06-05,1,0.473926
2024-06-05,2,0.478894
2024-06-05,3,0.496244
2024-06-05,4,0.509829
2024-06-05,5,0.531122
2024-06-05,6,0.495376
2024-06-05,7,0.413652
2024-06-05,8,0.444081
2024-06-05,9,0.465535
2024-06-05,10,0.468577
2024-06-05,11,0.487897
2024-06-05,12,0.465028
2024-06-05,13,0.490637
2024-06-05,14,0.487989
2024-06-05,15,0.471425
2024-06-05,16,0.468417
2024-06-05,17,0.472466
2024-06-05,18,0.426824
2024-06-05,19,0.476831
2024-06-05,20,0.462112
2024-06-05,21,0.49125
2024-06-05,22,0.423113
2024-06-05,23,0.449522
2024-06-05,24,0.489673
2024-06-06,1,0.457843
2024-06-06,2,0.461035
2024-06-06,3,0.491374
2024-06-06,4,0.50713
2024-06-06,5,0.518773
2024-06-06,6,0.458448
2024-06-06,7,0.441812
2024-06-06,8,0.454043
2024-06-06,9,0.463348
2024-06-06,10,0.488391
2024-06-06,11,0.508786
2024-06-06,12,0.47619
2024-06-06,13,0.477716
2024-06-06,14,0.475693
2024-06-06,15,0.475805
2024-06-06,16,0.472878
2024-06-06,17,0.459455
2024-06-06,18,0.464701
2024-06-06,19,0.468699
2024-06-06,20,0.476421
2024-06-06,21,0.46124
2024-06-06,22,0.438582
2024-06-06,23,0.490163
2024-06-06,24,0.461664
2024-06-07,1,0.489191
2024-06-07,2,0.481176
2024-06-07,3,0.471418
2024-06-07,4,0.49416
2024-06-07,5,0.527597
2024-06-07,6,0.461989
2024-06-07,7,0.445703
2024-06-07,8,0.417689
2024-06-07,9,0.50059
2024-06-07,10,0.488587
2024-06-07,11,0.51027
2024-06-07,12,0.531346
2024-06-07,13,0.502255
2024-06-07,14,0.457802
2024-06-07,15,0.472349
2024-06-07,16,0.473042
2024-06-07,17,0.44215
2024-06-07,18,0.472613
2024-06-07,19,0.446212
2024-06-07,20,0.466872
2024-06-07,21,0.465708
2024-06-07,22,0.425631
2024-06-07,23,0.507002
2024-06-07,24,0.46544
2024-06-11,1,0.465889
2024-06-11,2,0.518454
2024-06-11,3,0.523781
2024-06-11,4,0.498467
2024-06-11,5,0.540038
2024-06-11,6,0.469504
2024-06-11,7,0.44437
2024-06-11,8,0.468992
2024-06-11,9,0.481721
2024-06-11,10,0.471342
2024-06-11,11,0.461043
2024-06-11,12,0.51332
2024-06-11,13,0.475202
2024-06-11,14,0.495496
2024-06-11,15,0.500376
2024-06-11,16,0.463282
2024-06-11,17,0.479552
2024-06-11,18,0.462241
2024-06-11,19,0.426894
2024-06-11,20,0.438703
2024-06-11,21,0.458962
2024-06-11,22,0.466772
2024-06-11,23,0.458585
2024-06-11,24,0.487927
2024-06-14,1,0.476525
2024-06-14,2,0.447134
2024-06-14,3,0.478173
2024-06-14,4,0.502803
2024-06-14,5,0.485364
2024-06-14,6,0.483309
2024-06-14,7,0.464603
2024-06-14,8,0.448733
2024-06-14,9,0.46395
2024-06-14,10,0.452119
2024-06-14,11,0.477499
2024-06-14,12,0.518985
2024-06-14,13,0.505283
2024-06-14,14,0.512941
2024-06-14,15,0.44326
2024-06-14,16,0.495817
2024-06-14,17,0.431465
2024-06-14,18,0.463213
2024-06-14,19,0.467141
2024-06-14,20,0.474061
2024-06-14,21,0.486716
2024-06-14,22,0.456524
2024-06-14,23,0.46828
2024-06-14,24,0.468907
2024-06-16,1,0.484096
2024-06-16,2,0.528257
2024-06-16,3,0.479692
2024-06-16,4,0.46709
2024-06-16,5,0.525155
2024-06-16,6,0.481681
2024-06-16,7,0.466514
2024-06-16,8,0.469713
2024-06-16,9,0.450291
2024-06-16,10,0.475061
2024-06-16,11,0.463166
2024-06-16,12,0.48283
2024-06-16,13,0.458955
2024-06-16,14,0.497999
2024-06-16,15,0.469403
2024-06-16,16,0.430097
2024-06-16,17,0.4877
2024-06-16,18,0.464898
2024-06-16,19,0.456556
2024-06-16,20,0.479226
2024-06-16,21,0.492939
2024-06-16,22,0.469951
2024-06-16,23,0.465262
2024-06-16,24,0.447609
2024-06-19,1,0.490803
2024-06-19,2,0.470953
2024-06-19,3,0.491571
2024-06-19,4,0.501196
2024-06-19,5,0.484107
2024-06-19,6,0.482785
2024-06-19,7,0.444493
2024-06-19,8,0.444675
2024-06-19,9,0.430481
2024-06-19,10,0.5042
2024-06-19,11,0.478838
2024-06-19,12,0.506138
2024-06-19,13,0.47811
2024-06-19,14,0.508372
2024-06-19,15,0.490373
2024-06-19,16,0.460094
2024-06-19,17,0.478485
2024-06-19,18,0.47978
2024-06-19,19,0.455299
2024-06-19,20,0.460991
2024-06-19,21,0.483087
2024-06-19,22,0.439347
2024-06-19,23,0.462769
2024-06-19,24,0.50205
2024-06-21,1,0.451054
2024-06-21,2,0.46731
2024-06-21,3,0.505128
2024-06-21,4,0.504111
2024-06-21,5,0.500619
2024-06-21,6,0.482305
2024-06-21,7,0.469652
2024-06-21,8,0.484249
2024-06-21,9,0.49627
2024-06-21,10,0.478064
2024-06-21,11,0.499218
2024-06-21,12,0.506265
2024-06-21,13,0.460533
2024-06-21,14,0.501911
2024-06-21,15,0.437753
2024-06-21,16,0.444576
2024-06-21,17,0.43228
2024-06-21,18,0.46349
2024-06-21,19,0.481708
2024-06-21,20,0.446667
2024-06-21,21,0.477153
2024-06-21,22,0.479339
2024-06-21,23,0.483433
2024-06-21,24,0.468346
2024-06-22,1,0.467995
2024-06-22,2,0.474926
2024-06-22,3,0.513552
2024-06-22,4,0.498052
2024-06-22,5,0.511949
2024-06-22,6,0.469814
2024-06-22,7,0.461228
2024-06-22,8,0.449846
2024-06-22,9,0.454904
2024-06-22,10,0.472737
2024-06-22,11,0.501485
2024-06-22,12,0.509616
2024-06-22,13,0.495895
2024-06-22,14,0.464732
2024-06-22,15,0.485649
2024-06-22,16,0.483432
2024-06-22,17,0.458193
2024-06-22,18,0.444961
2024-06-22,19,0.46388
2024-06-22,20,0.463091
2024-06-22,21,0.477147
2024-06-22,22,0.489384
2024-06-22,23,0.452153
2024-06-22,24,0.469284
2024-06-27,1,0.44838
2024-06-27,2,0.472871
2024-06-27,3,0.472416
2024-06-27,4,0.46906
2024-06-27,5,0.521741
2024-06-27,6,0.458229
2024-06-27,7,0.445415
2024-06-27,8,0.51211
2024-06-27,9,0.478493
2024-06-27,10,0.470876
2024-06-27,11,0.482005
2024-06-27,12,0.458339
2024-06-27,13,0.513146
2024-06-27,14,0.502628
2024-06-27,15,0.463296
2024-06-27,16,0.490628
2024-06-27,17,0.467155
2024-06-27,18,0.46187
2024-06-27,19,0.496536
2024-06-27,20,0.473938
2024-06-27,21,0.448822
2024-06-27,22,0.425873
2024-06-27,23,0.466838
2024-06-27,24,0.463665
2024-06-28,1,0.459506
2024-06-28,2,0.455862
2024-06-28,3,0.500069
2024-06-28,4,0.518987
2024-06-28,5,0.486128
2024-06-28,6,0.491752
2024-06-28,7,0.473567
2024-06-28,8,0.415415
2024-06-28,9,0.466141
2024-06-28,10,0.497036
2024-06-28,11,0.490762
2024-06-28,12,0.507753
2024-06-28,13,0.505066
2024-06-28,14,0.518071
2024-06-28,15,0.478165
2024-06-28,16,0.456455
2024-06-28,17,0.471048
2024-06-28,18,0.477325
2024-06-28,19,0.470823
2024-06-28,20,0.488177
2024-06-28,21,0.509636
2024-06-28,22,0.449719
2024-06-28,23,0.454922
2024-06-28,24,0.476064
2024-06-29,1,0.499351
2024-06-29,2,0.519616
2024-06-29,3,0.496628
2024-06-29,4,0.540899
2024-06-29,5,0.529786
2024-06-29,6,0.492859
2024-06-29,7,0.440164
2024-06-29,8,0.488578
2024-06-29,9,0.448671
2024-06-29,10,0.467333
2024-06-29,11,0.459583
2024-06-29,12,0.476002
2024-06-29,13,0.470817
2024-06-29,14,0.493605
2024-06-29,15,0.479512
2024-06-29,16,0.476038
2024-06-29,17,0.449789
2024-06-29,18,0.44053
2024-06-29,19,0.494927
2024-06-29,20,0.445654
2024-06-29,21,0.502214
2024-06-29,22,0.489525
2024-06-29,23,0.437304
2024-06-29,24,0.482781
2024-07-01,1,0.457403
2024-07-01,2,0.461753
2024-07-01,3,0.498451
2024-07-01,4,0.478736
2024-07-01,5,0.477615
2024-07-01,6,0.498086
2024-07-01,7,0.449139
2024-07-01,8,0.458951
2024-07-01,9,0.448968
2024-07-01,10,0.462379
2024-07-01,11,0.491318
2024-07-01,12,0.493322
2024-07-01,13,0.487757
2024-07-01,14,0.47674
2024-07-01,15,0.457467
2024-07-01,16,0.453929
2024-07-01,17,0.447028
2024-07-01,18,0.460208
2024-07-01,19,0.503165
2024-07-01,20,0.49766
2024-07-01,21,0.472318
2024-07-01,22,0.414857
2024-07-01,23,0.459805
2024-07-01,24,0.447936
2024-07-02,1,0.462736
2024-07-02,2,0.45964
2024-07-02,3,0.500866
2024-07-02,4,0.491212
2024-07-02,5,0.515077
2024-07-02,6,0.499557
2024-07-02,7,0.447548
2024-07-02,8,0.472691
2024-07-02,9,0.436611
2024-07-02,10,0.468619
2024-07-02,11,0.484975
2024-07-02,12,0.467971
2024-07-02,13,0.46642
2024-07-02,14,0.505668
2024-07-02,15,0.478307
2024-07-02,16,0.442657
2024-07-02,17,0.456133
2024-07-02,18,0.483539
2024-07-02,19,0.46471
2024-07-02,20,0.457311
2024-07-02,21,0.502314
2024-07-02,22,0.450307
2024-07-02,23,0.474558
2024-07-02,24,0.488739
2024-07-03,1,0.460625
2024-07-03,2,0.498534
2024-07-03,3,0.491417
2024-07-03,4,0.509995
2024-07-03,5,0.496474
2024-07-03,6,0.461232
2024-07-03,7,0.425735
2024-07-03,8,0.452351
2024-07-03,9,0.467387
2024-07-03,10,0.487652
2024-07-03,11,0.522026
2024-07-03,12,0.478088
2024-07-03,13,0.520497
2024-07-03,14,0.48991
2024-07-03,15,0.495186
2024-07-03,16,0.453457
2024-07-03,17,0.44284
2024-07-03,18,0.459762
2024-07-03,19,0.466925
2024-07-03,20,0.490757
2024-07-03,21,0.483522
2024-07-03,22,0.470709
2024-07-03,23,0.470212
2024-07-03,24,0.45511
2024-07-07,1,0.497555
2024-07-07,2,0.508385
2024-07-07,3,0.503963
2024-07-07,4,0.535803
2024-07-07,5,0.505464
2024-07-07,6,0.467645
2024-07-07,7,0.492969
2024-07-07,8,0.455144
2024-07-07,9,0.507872
2024-07-07,10,0.492871
2024-07-07,11,0.470241
2024-07-07,12,0.503091
2024-07-07,13,0.507363
2024-07-07,14,0.455165
2024-07-07,15,0.455181
2024-07-07,16,0.479682
2024-07-07,17,0.477782
2024-07-07,18,0.433015
2024-07-07,19,0.466323
2024-07-07,20,0.484924
2024-07-07,21,0.442689
2024-07-07,22,0.41433
2024-07-07,23,0.465133
2024-07-07,24,0.492482
2024-07-08,1,0.494171
2024-07-08,2,0.458358
2024-07-08,3,0.529162
2024-07-08,4,0.512506
2024-07-08,5,0.511932
2024-07-08,6,0.43762
2024-07-08,7,0.431086
2024-07-08,8,0.437714
2024-07-08,9,0.469386
2024-07-08,10,0.539451
2024-07-08,11,0.500397
2024-07-08,12,0.477925
2024-07-08,13,0.484509
2024-07-08,14,0.51108
2024-07-08,15,0.496452
2024-07-08,16,0.434224
2024-07-08,17,0.422536
2024-07-08,18,0.4342
2024-07-08,19,0.478382
2024-07-08,20,0.50003
2024-07-08,21,0.454129
2024-07-08,22,0.477763
2024-07-08,23,0.409376
2024-07-08,24,0.461025
2024-07-11,1,0.500209
2024-07-11,2,0.469156
2024-07-11,3,0.503628
2024-07-11,4,0.509055
2024-07-11,5,0.521082
2024-07-11,6,0.496838
2024-07-11,7,0.417524
2024-07-11,8,0.456687
2024-07-11,9,0.453327
2024-07-11,10,0.496868
2024-07-11,11,0.493949
2024-07-11,12,0.514845
2024-07-11,13,0.478206
2024-07-11,14,0.488909
2024-07-11,15,0.47993
2024-07-11,16,0.469661
2024-07-11,17,0.48936
2024-07-11,18,0.482273
2024-07-11,19,0.439704
2024-07-11,20,0.516881
2024-07-11,21,0.481891
2024-07-11,22,0.464912
2024-07-11,23,0.446659
2024-07-11,24,0.467399
2024-07-14,1,0.471685
2024-07-14,2,0.484885
2024-07-14,3,0.484482
2024-07-14,4,0.524281
2024-07-14,5,0.512081
2024-07-14,6,0.500381
2024-07-14,7,0.438231
2024-07-14,8,0.45786
2024-07-14,9,0.498564
2024-07-14,10,0.493997
2024-07-14,11,0.492846
2024-07-14,12,0.495071
2024-07-14,13,0.500915
2024-07-14,14,0.482429
2024-07-14,15,0.489588
2024-07-14,16,0.461088
2024-07-14,17,0.443956
2024-07-14,18,0.455115
2024-07-14,19,0.45675
2024-07-14,20,0.458663
2024-07-14,21,0.48493
2024-07-14,22,0.454883
2024-07-14,23,0.465404
2024-07-14,24,0.458495
2024-07-15,1,0.453388
2024-07-15,2,0.465748
2024-07-15,3,0.465075
2024-07-15,4,0.544595
2024-07-15,5,0.511062
2024-07-15,6,0.488298
2024-07-15,7,0.466486
2024-07-15,8,0.454872
2024-07-15,9,0.446408
2024-07-15,10,0.464454
2024-07-15,11,0.491283
2024-07-15,12,0.50347
2024-07-15,13,0.497043
2024-07-15,14,0.49821
2024-07-15,15,0.474242
2024-07-15,16,0.456418
2024-07-15,17,0.469864
2024-07-15,18,0.440397
2024-07-15,19,0.469049
2024-07-15,20,0.466653
2024-07-15,21,0.490177
2024-07-15,22,0.471282
2024-07-15,23,0.47334
2024-07-15,24,0.500283
2024-07-17,1,0.434711
2024-07-17,2,0.511972
2024-07-17,3,0.47618
2024-07-17,4,0.507371
2024-07-17,5,0.516265
2024-07-17,6,0.474873
2024-07-17,7,0.476271
2024-07-17,8,0.449236
2024-07-17,9,0.441039
2024-07-17,10,0.51217
2024-07-17,11,0.478226
2024-07-17,12,0.505547
2024-07-17,13,0.484336
2024-07-17,14,0.53216
2024-07-17,15,0.487078
2024-07-17,16,0.45625
2024-07-17,17,0.46103
2024-07-17,18,0.469783
2024-07-17,19,0.475667
2024-07-17,20,0.467552
2024-07-17,21,0.510677
2024-07-17,22,0.458228
2024-07-17,23,0.441147
2024-07-17,24,0.448756
2024-07-18,1,0.461421
2024-07-18,2,0.505405
2024-07-18,3,0.50024
2024-07-18,4,0.472453
2024-07-18,5,0.513009
2024-07-18,6,0.453001
2024-07-18,7,0.466435
2024-07-18,8,0.464478
2024-07-18,9,0.468564
2024-07-18,10,0.497643
2024-07-18,11,0.508873
2024-07-18,12,0.472726
2024-07-18,13,0.479689
2024-07-18,14,0.482569
2024-07-18,15,0.497599
2024-07-18,16,0.416523
2024-07-18,17,0.454905
2024-07-18,18,0.444385
2024-07-18,19,0.444253
2024-07-18,20,0.49027
2024-07-18,21,0.474521
2024-07-18,22,0.475123
2024-07-18,23,0.472211
2024-07-18,24,0.430645
2024-07-19,1,0.434239
2024-07-19,2,0.522508
2024-07-19,3,0.484732
2024-07-19,4,0.511853
2024-07-19,5,0.482567
2024-07-19,6,0.499901
2024-07-19,7,0.463935
2024-07-19,8,0.457841
2024-07-19,9,0.457817
2024-07-19,10,0.472399
2024-07-19,11,0.469618
2024-07-19,12,0.500515
2024-07-19,13,0.481429
2024-07-19,14,0.486077
2024-07-19,15,0.503708
2024-07-19,16,0.477907
2024-07-19,17,0.465854
2024-07-19,18,0.445471
2024-07-19,19,0.458141
2024-07-19,20,0.477721
2024-07-19,21,0.482581
2024-07-19,22,0.43449
2024-07-19,23,0.471152
2024-07-19,24,0.478756
2024-07-21,1,0.456344
2024-07-21,2,0.490412
2024-07-21,3,0.504461
2024-07-21,4,0.492775
2024-07-21,5,0.49925
2024-07-21,6,0.463014
2024-07-21,7,0.44687
2024-07-21,8,0.495958
2024-07-21,9,0.478285
2024-07-21,10,0.489036
2024-07-21,11,0.48603
2024-07-21,12,0.484916
2024-07-21,13,0.490297
2024-07-21,14,0.491695
2024-07-21,15,0.475824
2024-07-21,16,0.455412
2024-07-21,17,0.46144
2024-07-21,18,0.431975
2024-07-21,19,0.451816
2024-07-21,20,0.473734
2024-07-21,21,0.448292
2024-07-21,22,0.497234
2024-07-21,23,0.479943
2024-07-21,24,0.47595
2024-07-25,1,0.466675
2024-07-25,2,0.470818
2024-07-25,3,0.498196
2024-07-25,4,0.475148
2024-07-25,5,0.485879
2024-07-25,6,0.456536
2024-07-25,7,0.449944
2024-07-25,8,0.484398
2024-07-25,9,0.458207
2024-07-25,10,0.501593
2024-07-25,11,0.469448
2024-07-25,12,0.475427
2024-07-25,13,0.499552
2024-07-25,14,0.505559
2024-07-25,15,0.466314
2024-07-25,16,0.470655
2024-07-25,17,0.420067
2024-07-25,18,0.484202
2024-07-25,19,0.449511
2024-07-25,20,0.440045
2024-07-25,21,0.486688
2024-07-25,22,0.476577
2024-07-25,23,0.496605
2024-07-25,24,0.471258
2024-07-26,1,0.445977
2024-07-26,2,0.496332
2024-07-26,3,0.470391
2024-07-26,4,0.486399
2024-07-26,5,0.485375
2024-07-26,6,0.508103
2024-07-26,7,0.45032
2024-07-26,8,0.444199
2024-07-26,9,0.480535
2024-07-26,10,0.466881
2024-07-26,11,0.47441
2024-07-26,12,0.496208
2024-07-26,13,0.495821
2024-07-26,14,0.511135
2024-07-26,15,0.510704
2024-07-26,16,0.437352
2024-07-26,17,0.469113
2024-07-26,18,0.459029
2024-07-26,19,0.482884
2024-07-26,20,0.465079
2024-07-26,21,0.481172
2024-07-26,22,0.47007
2024-07-26,23,0.481127
2024-07-26,24,0.434035
2024-07-28,1,0.504096
2024-07-28,2,0.496737
2024-07-28,3,0.502535
2024-07-28,4,0.478763
2024-07-28,5,0.503401
2024-07-28,6,0.511998
2024-07-28,7,0.439518
2024-07-28,8,0.443068
2024-07-28,9,0.471795
2024-07-28,10,0.443011
2024-07-28,11,0.469957
2024-07-28,12,0.505449
2024-07-28,13,0.458948
2024-07-28,14,0.479162
2024-07-28,15,0.441103
2024-07-28,16,0.435295
2024-07-28,17,0.474623
2024-07-28,18,0.457825
2024-07-28,19,0.460205
2024-07-28,20,0.450723
2024-07-28,21,0.471161
2024-07-28,22,0.466236
2024-07-28,23,0.490781
2024-07-28,24,0.472196
2024-07-29,1,0.45097
2024-07-29,2,0.498887
2024-07-29,3,0.482473
2024-07-29,4,0.497604
2024-07-29,5,0.535736
2024-07-29,6,0.465563
2024-07-29,7,0.465298
2024-07-29,8,0.471261
2024-07-29,9,0.461874
2024-07-29,10,0.48752
2024-07-29,11,0.493502
2024-07-29,12,0.493347
2024-07-29,13,0.494407
2024-07-29,14,0.491775
2024-07-29,15,0.475156
2024-07-29,16,0.442368
2024-07-29,17,0.434018
2024-07-29,18,0.459472
2024-07-29,19,0.469929
2024-07-29,20,0.473285
2024-07-29,21,0.468493
2024-07-29,22,0.412501
2024-07-29,23,0.47588
2024-07-29,24,0.472611
2024-08-03,1,0.508307
2024-08-03,2,0.502633
2024-08-03,3,0.528698
2024-08-03,4,0.50983
2024-08-03,5,0.509321
2024-08-03,6,0.457187
2024-08-03,7,0.462272
2024-08-03,8,0.43194
2024-08-03,9,0.482194
2024-08-03,10,0.476804
2024-08-03,11,0.48345
2024-08-03,12,0.466695
2024-08-03,13,0.491106
2024-08-03,14,0.511833
2024-08-03,15,0.473338
2024-08-03,16,0.444783
2024-08-03,17,0.477785
2024-08-03,18,0.439992
2024-08-03,19,0.487622
2024-08-03,20,0.462609
2024-08-03,21,0.479509
2024-08-03,22,0.456849
2024-08-03,23,0.479539
2024-08-03,24,0.45353
2024-08-04,1,0.482458
2024-08-04,2,0.484183
2024-08-04,3,0.51399
2024-08-04,4,0.522453
2024-08-04,5,0.491002
2024-08-04,6,0.481983
2024-08-04,7,0.436936
2024-08-04,8,0.453462
2024-08-04,9,0.469247
2024-08-04,10,0.519467
2024-08-04,11,0.492112
2024-08-04,12,0.511297
2024-08-04,13,0.519725
2024-08-04,14,0.481477
2024-08-04,15,0.472917
2024-08-04,16,0.462109
2024-08-04,17,0.458195
2024-08-04,18,0.442677
2024-08-04,19,0.457295
2024-08-04,20,0.474005
2024-08-04,21,0.468389
2024-08-04,22,0.479493
2024-08-04,23,0.474069
2024-08-04,24,0.46992
2024-08-05,1,0.526424
2024-08-05,2,0.469962
2024-08-05,3,0.515758
2024-08-05,4,0.519709
2024-08-05,5,0.518531
2024-08-05,6,0.51055
2024-08-05,7,0.511552
2024-08-05,8,0.4262
2024-08-05,9,0.46029
2024-08-05,10,0.461159
2024-08-05,11,0.485822
2024-08-05,12,0.503483
2024-08-05,13,0.435851
2024-08-05,14,0.481628
2024-08-05,15,0.437075
2024-08-05,16,0.470054
2024-08-05,17,0.470007
2024-08-05,18,0.438156
2024-08-05,19,0.448836
2024-08-05,20,0.477736
2024-08-05,21,0.489991
2024-08-05,22,0.490171
2024-08-05,23,0.510264
2024-08-05,24,0.482944
2024-08-08,1,0.471009
2024-08-08,2,0.44976
2024-08-08,3,0.488508
2024-08-08,4,0.502505
2024-08-08,5,0.496198
2024-08-08,6,0.50809
2024-08-08,7,0.461194
2024-08-08,8,0.484652
2024-08-08,9,0.447016
2024-08-08,10,0.462289
2024-08-08,11,0.484531
2024-08-08,12,0.480485
2024-08-08,13,0.4996
2024-08-08,14,0.462203
2024-08-08,15,0.434653
2024-08-08,16,0.449656
2024-08-08,17,0.4506
2024-08-08,18,0.454631
2024-08-08,19,0.499942
2024-08-08,20,0.491145
2024-08-08,21,0.470442
2024-08-08,22,0.459997
2024-08-08,23,0.448771
2024-08-08,24,0.4647
2024-08-09,1,0.474328
2024-08-09,2,0.482423
2024-08-09,3,0.485074
2024-08-09,4,0.497263
2024-08-09,5,0.500501
2024-08-09,6,0.495138
2024-08-09,7,0.433596
2024-08-09,8,0.481118
2024-08-09,9,0.481949
2024-08-09,10,0.454271
2024-08-09,11,0.533281
2024-08-09,12,0.478851
2024-08-09,13,0.499175
2024-08-09,14,0.488542
2024-08-09,15,0.482458
2024-08-09,16,0.455045
2024-08-09,17,0.470853
2024-08-09,18,0.46362
2024-08-09,19,0.488642
2024-08-09,20,0.482382
2024-08-09,21,0.470089
2024-08-09,22,0.481648
2024-08-09,23,0.486922
2024-08-09,24,0.468221
2024-08-11,1,0.469336
2024-08-11,2,0.514064
2024-08-11,3,0.476641
2024-08-11,4,0.478845
2024-08-11,5,0.492831
2024-08-11,6,0.485414
2024-08-11,7,0.468408
2024-08-11,8,0.451421
2024-08-11,9,0.47239
2024-08-11,10,0.480045
2024-08-11,11,0.465777
2024-08-11,12,0.503437
2024-08-11,13,0.488983
2024-08-11,14,0.513259
2024-08-11,15,0.47063
2024-08-11,16,0.468329
2024-08-11,17,0.492864
2024-08-11,18,0.459762
2024-08-11,19,0.484822
2024-08-11,20,0.475382
2024-08-11,21,0.509015
2024-08-11,22,0.476431
2024-08-11,23,0.440254
2024-08-11,24,0.474155
2024-08-12,1,0.448584
2024-08-12,2,0.476415
2024-08-12,3,0.514171
2024-08-12,4,0.532019
2024-08-12,5,0.489081
2024-08-12,6,0.463278
2024-08-12,7,0.472919
2024-08-12,8,0.462495
2024-08-12,9,0.483324
2024-08-12,10,0.429304
2024-08-12,11,0.544808
2024-08-12,12,0.462333
2024-08-12,13,0.44323
2024-08-12,14,0.477363
